,0
0,7994.048207422479
1,8263.801542428573
2,8399.281685937221
3,8509.331700670027
4,8610.493808851317
5,8706.195468320446
6,8797.817330328717
7,8886.276675653702
8,8972.283033924405
9,9056.402122783484
10,9139.087505602407
11,9220.703250210272
12,9301.541719909987
13,9381.837787644341
14,9461.78022725397
