,0
0,2524.13105865768
1,2376.0139392775386
2,2277.9112380416545
3,2214.6947863299147
4,2176.173947121806
5,2155.38868204958
6,2147.5136068363727
7,2149.150045431136
8,2157.8653268534795
9,2171.8903112235894
10,2189.918720240234
11,2210.972398316433
12,2234.309610981481
13,2259.3617024994874
14,2285.68864756356
