,0
0,1415.3483886209758
1,1345.8530009347257
2,1306.432214697617
3,1283.8317089286415
4,1270.723112566345
5,1263.0305097508076
6,1258.4696928154833
7,1255.748245259777
8,1254.1261970994642
9,1253.17377434494
10,1252.6371400701157
11,1252.3634929764714
12,1252.25892727323
13,1252.264472549727
14,1252.342292662197
