,0
0,3498.6180599880554
1,3585.137507873308
2,3597.679446188147
3,3593.9488333592026
4,3591.0656989440035
5,3593.176246345573
6,3600.4859546590155
7,3612.1676764758436
8,3627.26123883043
9,3644.9228009363837
10,3664.470194919202
11,3685.3693578623797
12,3707.2078896424964
13,3729.669438828961
14,3752.512272355404
