,0
0,3969.015434499463
1,3976.580888838975
2,3981.8122894215658
3,3987.9253072585325
4,3995.742152493672
5,4005.3708296592645
6,4016.716090040179
7,4029.6338919167456
8,4043.9771860186197
9,4059.6086653776683
10,4076.4035566538496
11,4094.2494849721916
12,4113.045547316636
13,4132.701235750249
14,4153.1353967883315
