,0
0,6440.2547926464085
1,6238.776472973217
2,6062.202681157724
3,5897.169046388786
4,5739.866139214651
5,5589.087269831097
6,5444.335450259098
7,5305.31041265914
8,5171.770461607316
9,5043.49550060278
10,4920.277121374631
11,4801.915838617222
12,4688.220177901883
13,4579.006234558831
14,4474.0973520666375
