,0
0,6134.726435987092
1,6611.8382717835775
2,6881.904561854283
3,7043.326397149994
4,7146.876573341758
5,7219.335996181577
6,7274.924978084591
7,7321.211303714953
8,7362.22741924358
9,7400.125118847506
10,7436.055436811794
11,7470.636773333313
12,7504.203986753727
13,7536.940943339914
14,7568.951052983789
