,Date,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
440,30-09-2020,Deceased,1179,0,48,0,17,10,4,41,0,0,41,9,11,26,3,17,13,87,23,0,0,35,481,2,2,0,0,14,4,47,15,2,67,11,1,69,20,59,0
441,01-10-2020,Deceased,1099,0,41,0,14,2,2,29,0,0,40,12,10,20,9,17,8,130,29,3,0,20,394,1,2,0,0,17,4,45,14,3,66,8,6,80,14,59,0
442,02-10-2020,Deceased,1068,0,31,2,10,4,5,16,0,0,37,2,15,23,7,14,8,125,20,0,0,36,424,1,1,0,0,16,7,50,16,1,67,10,3,53,11,53,0
443,03-10-2020,Deceased,937,0,41,0,14,2,3,29,0,0,34,8,12,25,8,19,5,100,22,0,0,27,278,2,2,0,0,17,2,61,14,2,65,8,3,60,12,62,0
444,04-10-2020,Deceased,903,0,40,0,14,3,2,14,0,0,38,6,9,20,7,11,9,67,23,0,0,35,326,3,0,0,0,15,5,41,15,2,66,10,4,52,4,62,0
445,05-10-2020,Deceased,886,1,38,1,11,9,3,36,0,0,32,4,13,21,7,10,4,84,23,0,0,29,263,1,5,0,0,17,4,38,14,1,62,8,6,63,17,61,0
446,06-10-2020,Deceased,990,0,33,1,18,1,3,23,0,0,39,8,10,18,5,16,10,91,25,0,0,25,370,3,1,0,0,16,3,38,15,3,71,10,2,61,8,63,0
447,07-10-2020,Deceased,963,0,34,1,7,2,2,30,0,0,35,9,9,19,2,14,10,113,22,2,0,30,355,2,0,0,0,18,5,33,16,2,67,8,0,47,11,58,0
448,08-10-2020,Deceased,967,1,42,1,9,2,4,24,0,0,37,7,10,20,7,9,8,101,24,0,0,29,358,3,0,0,0,16,5,29,15,1,68,12,3,45,14,63,0
449,09-10-2020,Deceased,929,0,31,1,8,5,2,38,0,0,39,7,9,14,7,15,6,114,25,0,0,27,302,3,1,0,0,17,2,32,16,2,68,7,7,48,14,62,0
450,10-10-2020,Deceased,921,0,35,0,9,10,2,39,0,0,48,8,10,10,3,7,3,102,23,1,0,25,308,2,1,0,0,15,1,25,15,1,67,9,2,60,18,62,0
451,11-10-2020,Deceased,813,0,30,1,5,2,1,18,0,0,29,8,9,7,2,9,3,75,25,0,0,25,305,3,1,0,0,16,4,35,14,1,65,5,2,41,13,59,0
452,12-10-2020,Deceased,710,0,32,0,10,9,1,33,0,0,40,4,8,13,1,11,11,70,22,0,0,21,169,2,1,0,1,18,2,27,15,1,62,6,1,44,15,60,0
453,13-10-2020,Deceased,727,0,35,4,4,6,5,20,0,0,45,3,10,9,3,7,7,87,21,0,0,26,187,4,1,0,1,17,2,34,14,2,57,5,1,28,20,62,0
454,14-10-2020,Deceased,690,0,28,1,4,6,2,33,0,0,44,5,11,13,1,12,6,75,20,0,0,15,158,6,5,0,3,15,1,31,15,0,52,8,1,41,14,64,0
455,15-10-2020,Deceased,882,0,38,1,9,5,2,46,0,0,26,6,11,9,5,6,8,85,23,1,0,24,337,1,3,0,0,17,2,29,14,0,49,8,1,36,18,62,0
456,16-10-2020,Deceased,840,1,25,0,10,9,5,40,0,0,22,6,11,11,2,8,5,73,24,0,0,25,306,5,2,0,0,15,1,26,15,0,60,7,4,46,15,61,0
457,17-10-2020,Deceased,1032,0,24,0,12,9,1,14,0,0,35,7,9,6,3,6,8,71,26,1,0,18,463,2,0,0,4,17,3,19,12,0,54,9,3,40,95,61,0
458,18-10-2020,Deceased,582,0,23,0,3,6,1,39,0,0,28,6,9,0,3,7,7,51,22,0,0,20,150,5,0,0,0,14,0,13,13,1,56,6,3,29,3,64,0
459,19-10-2020,Deceased,589,0,24,0,7,7,0,56,0,0,31,5,8,8,4,9,3,64,21,0,0,13,125,1,0,0,0,17,1,17,12,2,52,4,2,27,6,63,0
460,20-10-2020,Deceased,714,0,28,1,9,8,1,50,0,0,41,6,8,12,2,9,7,66,24,1,0,25,213,4,1,0,0,16,2,8,14,1,47,7,0,29,13,61,0
461,21-10-2020,Deceased,701,0,27,0,5,8,0,44,0,0,47,2,9,14,5,5,2,88,26,1,0,17,180,3,1,0,0,13,3,23,14,0,39,5,1,41,14,64,0
462,22-10-2020,Deceased,686,1,16,1,7,7,3,52,0,0,35,7,7,14,5,10,8,74,23,0,0,14,198,3,1,0,0,15,2,12,12,0,45,5,2,35,8,64,0
463,23-10-2020,Deceased,655,1,20,1,4,8,2,58,0,0,26,4,6,17,1,12,3,51,26,0,0,13,184,5,1,0,0,18,2,23,14,0,33,6,5,40,11,60,0
464,24-10-2020,Deceased,578,0,22,0,2,8,2,55,0,0,36,2,6,15,5,6,2,52,25,3,0,20,137,6,1,0,3,15,2,12,12,0,35,5,1,24,5,59,0
465,25-10-2020,Deceased,483,0,21,0,4,7,2,25,0,0,33,6,7,7,1,8,2,32,26,0,0,10,112,1,1,0,1,16,2,10,13,1,31,4,3,28,9,60,0
466,26-10-2020,Deceased,485,0,19,2,2,9,4,43,0,0,54,6,4,10,2,6,6,42,20,0,0,5,84,5,0,0,2,14,0,8,14,1,32,4,0,20,8,59,0
467,27-10-2020,Deceased,511,0,19,1,6,7,1,20,0,0,44,3,5,13,5,7,4,44,24,2,0,8,115,6,1,0,0,13,0,13,14,2,27,4,1,38,6,58,0
468,28-10-2020,Deceased,515,0,18,0,3,4,1,55,0,0,40,7,6,8,2,4,4,55,27,1,0,15,91,6,3,1,1,12,2,20,10,0,35,4,0,18,2,60,0
469,29-10-2020,Deceased,562,1,16,1,6,7,1,53,0,0,27,5,4,8,6,11,3,45,26,0,0,16,156,4,2,0,1,13,2,10,11,0,35,5,1,25,0,61,0
470,30-10-2020,Deceased,550,0,17,0,3,8,0,49,0,0,47,5,6,11,5,5,0,49,28,0,0,12,127,4,0,0,4,11,0,19,10,0,38,6,1,24,2,59,0
471,31-10-2020,Deceased,469,0,14,0,4,6,1,63,0,0,41,2,5,12,6,7,1,28,27,1,0,10,74,4,1,0,0,12,0,16,9,1,31,6,0,18,12,57,0
472,01-11-2020,Deceased,491,1,16,0,1,7,0,49,0,0,51,5,5,6,8,4,1,24,28,0,0,7,113,3,2,0,0,11,3,11,10,1,30,5,0,26,4,59,0
473,02-11-2020,Deceased,498,0,13,1,1,4,1,58,0,0,42,7,4,15,10,8,1,29,21,1,0,7,104,9,0,0,3,9,0,13,9,4,31,7,2,25,2,57,0
474,03-11-2020,Deceased,510,0,15,4,2,7,1,58,0,0,48,2,6,7,8,12,5,26,26,0,0,9,120,4,0,0,0,12,1,18,10,0,31,3,2,13,4,56,0
475,04-11-2020,Deceased,707,0,10,1,0,5,1,50,0,0,51,8,6,19,11,9,3,34,28,3,0,13,300,3,0,0,2,12,1,14,9,0,30,6,3,15,5,55,0
476,05-11-2020,Deceased,672,0,13,0,0,8,0,44,0,0,66,4,7,23,6,6,0,31,26,0,0,5,256,2,1,1,1,14,1,22,10,2,28,5,0,27,9,54,0
477,06-11-2020,Deceased,577,0,11,0,4,8,1,52,0,0,64,3,4,21,4,6,1,35,27,1,0,12,161,2,0,0,0,15,0,14,11,0,27,4,1,24,9,55,0
478,07-11-2020,Deceased,557,0,11,2,2,7,2,22,0,0,79,8,5,17,6,5,2,22,28,0,0,13,150,3,2,0,0,17,2,15,13,1,25,6,2,25,7,58,0
479,08-11-2020,Deceased,491,0,12,1,4,8,2,13,0,0,77,2,7,15,6,5,0,22,24,4,0,11,125,3,0,0,1,15,1,8,10,2,20,5,1,26,2,59,0
