,Date,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
670,20-09-2020,Recovered,92926,15,10608,128,1795,1487,372,1572,16,0,3742,537,1204,2547,91,692,1247,8611,2751,25,0,2216,26408,44,30,13,78,4018,347,2225,1664,3,5206,2192,645,6584,855,2958,0
671,21-09-2020,Recovered,102070,18,10502,235,1795,1381,273,1911,16,0,3672,429,1316,2187,288,1158,1599,9925,3022,44,0,2244,32007,71,15,10,223,3704,509,2811,1815,11,5492,2230,654,6320,1172,3011,0
672,22-09-2020,Recovered,89657,10,10555,135,1817,1232,383,2437,30,0,3097,736,1321,2892,655,1619,1484,9073,3007,74,0,2412,20206,49,179,11,40,3834,389,1718,1528,23,5406,2143,419,6589,1107,3047,0
673,23-09-2020,Recovered,87459,15,8291,125,1762,1490,255,4772,9,0,4465,395,1289,2571,446,2796,1532,5460,2951,35,0,2138,19476,221,152,72,18,4052,439,2117,1553,14,5363,2062,603,6506,1016,2998,0
674,24-09-2020,Recovered,81142,9,8807,168,2432,1154,293,2060,26,0,3509,490,1510,2063,295,1549,1386,6748,3168,49,0,2327,17184,261,199,9,89,3779,418,2231,1965,31,5470,2004,492,4922,1031,3014,0
675,25-09-2020,Recovered,93331,25,8695,159,1571,1810,335,8027,19,0,4061,724,1279,2863,296,1478,1570,5644,3481,78,0,2743,19592,233,285,184,95,4388,470,2550,1958,21,5626,2021,509,6075,1488,2978,0
676,26-09-2020,Recovered,92365,23,9125,167,1595,1622,260,4095,25,0,4476,688,1419,2554,182,1937,1324,5417,3199,47,0,2252,23644,79,311,28,89,4761,424,1988,1706,22,5612,2281,505,6546,1007,2955,0
677,27-09-2020,Recovered,74691,2,7796,98,1670,1405,166,1269,16,0,3739,701,1231,2163,629,1365,958,6522,3391,14,0,2081,13565,195,125,52,66,3378,443,2299,1724,49,5706,2058,400,5656,813,2946,0
678,28-09-2020,Recovered,85198,29,7210,97,2320,1651,222,2313,30,0,4052,612,1336,2421,268,1408,1806,7509,3347,32,0,2441,19932,106,89,49,49,4014,508,2033,1754,18,5554,1932,567,5382,1184,2923,0
679,29-09-2020,Recovered,86150,5,9836,151,1702,1702,273,3977,33,0,2778,709,1383,2403,364,1250,1295,6628,3420,43,0,2433,19212,57,72,131,45,3896,460,1932,1800,71,5501,2259,244,5711,1413,2961,0
680,30-09-2020,Recovered,85274,21,7075,147,1616,1735,215,3204,19,0,3965,344,1372,2063,399,1355,1444,8890,3536,40,0,2289,19163,421,35,50,83,4219,458,1389,1953,68,5610,2243,489,5434,976,2954,0
681,01-10-2020,Recovered,78731,15,7297,159,1904,1242,196,2981,10,0,3167,400,1334,2161,218,1680,1119,7144,2828,85,0,2545,16104,181,26,123,74,4380,431,2271,1953,72,5516,2474,400,4444,801,2996,0
682,02-10-2020,Recovered,76339,8,7485,134,1441,1497,153,3396,20,0,3171,479,1250,1678,388,1400,967,7094,4092,42,0,2332,13294,351,225,15,67,4048,443,1840,2060,34,5603,2437,504,5107,340,2944,0
683,03-10-2020,Recovered,81655,11,7798,205,1813,1431,234,2982,8,0,3440,523,1304,1542,197,1399,1176,8989,4476,41,0,2101,16835,89,93,36,46,4066,396,1691,2003,39,5596,2002,301,4860,919,3013,0
684,04-10-2020,Recovered,76713,7,7084,189,1351,1314,202,2654,11,0,3126,506,1246,2083,168,1053,907,7287,4851,39,0,2120,15048,124,74,19,51,4108,419,1509,2090,32,5558,2366,513,5226,392,2986,0
685,05-10-2020,Recovered,75855,10,7558,198,1364,1565,199,3336,8,0,3588,423,1405,1255,292,1386,1332,7064,4640,60,0,2046,12982,129,98,46,114,4098,458,1671,2090,67,5572,2176,466,4269,881,3009,0
686,06-10-2020,Recovered,81945,19,6046,190,1586,1255,238,3484,9,0,2997,594,1473,1690,265,1706,1246,10228,4981,50,0,2161,17141,148,115,50,37,3817,393,1707,2027,40,5548,2381,255,4432,600,3036,0
687,07-10-2020,Recovered,83209,18,6349,431,2561,1422,155,3277,11,0,3370,394,1414,1555,418,2188,1087,9832,6161,47,0,2228,16715,122,88,8,36,3455,316,1230,2078,28,5524,2239,546,4219,663,3024,0
688,08-10-2020,Recovered,78745,11,6102,283,2198,1006,154,2199,15,0,2643,458,1266,1426,267,1336,1263,9613,7003,39,0,2420,15575,115,138,31,66,3312,326,1615,2092,35,5718,2067,389,3690,904,2970,0
689,09-10-2020,Recovered,82628,17,6110,198,2068,1424,161,2908,12,0,3098,415,1518,1273,278,959,1215,9091,8048,336,0,2200,17323,147,71,48,92,3404,287,1333,2148,71,5357,1878,408,4424,1239,3069,0
690,10-10-2020,Recovered,89024,20,6659,158,1451,1226,157,2719,13,0,2766,460,1456,1301,400,976,1151,8337,7570,87,0,2147,26440,440,142,10,33,3885,411,1234,2152,95,5222,2072,327,4063,412,3032,0
691,11-10-2020,Recovered,71565,20,5509,197,1227,1217,125,2117,9,0,3057,426,1413,1162,190,890,766,10107,8924,64,0,1985,10461,198,97,26,49,3342,337,1098,2072,104,5005,2103,285,3417,456,3110,0
692,12-10-2020,Recovered,78365,6,5504,171,1457,1369,111,2769,5,0,2975,495,1442,1225,219,861,890,12030,7836,89,0,1702,15656,203,131,36,70,2577,264,1552,1858,5,5165,2214,317,3342,664,3155,0
693,13-10-2020,Recovered,74079,12,5715,170,1020,1030,109,2810,17,0,2036,554,1375,1154,312,796,853,10421,7723,79,0,1708,15356,122,133,47,18,2796,310,688,1768,89,5117,2009,220,3662,665,3185,0
694,14-10-2020,Recovered,81582,14,5050,121,1013,1375,112,2198,9,0,2867,479,1414,1324,232,816,1053,8662,7792,56,0,5729,19517,86,176,15,82,2775,287,970,2219,61,5083,1918,418,3736,827,3096,0
695,15-10-2020,Recovered,70792,21,5622,195,1263,804,113,2395,8,0,2755,430,1329,1013,153,1323,873,8841,7082,49,0,1559,13714,166,64,13,100,2772,213,1111,2149,54,5055,1949,353,3239,833,3179,0
696,16-10-2020,Recovered,70568,14,5010,182,931,1454,120,2926,11,0,3197,449,1279,1139,219,838,818,8580,6767,151,0,1556,13885,164,90,6,91,2850,306,979,2201,48,5245,1435,371,3538,524,3194,0
697,17-10-2020,Recovered,72583,17,5529,244,818,1259,108,3014,10,0,3154,425,1270,1318,234,809,501,8893,7991,74,0,1434,14238,198,298,10,26,2842,313,760,2106,56,5005,1983,270,3528,665,3183,0
698,18-10-2020,Recovered,66418,20,4591,237,599,1079,94,2285,8,0,2863,360,1233,1175,217,598,452,8344,8410,80,0,1427,11204,298,248,11,65,2610,306,958,2088,32,4929,2154,187,3981,162,3113,0
699,19-10-2020,Recovered,69800,24,4303,228,1530,1195,63,3091,13,0,2845,519,1147,1160,201,781,769,8004,7469,86,0,1287,15069,172,110,3,66,2738,230,884,2194,11,4515,1896,328,3093,504,3272,0
700,20-10-2020,Recovered,61828,10,5144,255,1201,1100,107,2727,13,0,2186,361,1128,925,216,770,605,8500,7375,86,0,1439,7429,146,105,12,60,2622,254,891,2522,50,4403,1891,198,3339,376,3382,0
701,21-10-2020,Recovered,79561,11,4739,164,1664,1319,118,2230,8,0,3444,408,1180,1070,219,655,619,9289,6839,78,0,1222,23371,138,177,11,93,2716,242,562,2865,35,4301,1811,265,3332,770,3596,0
702,22-10-2020,Recovered,74569,24,3723,208,1584,985,82,2996,1,0,2727,348,1201,1292,238,710,625,13217,7593,37,0,1271,16177,196,307,1,39,2128,195,935,2654,48,4314,1717,239,2581,568,3608,0
703,23-10-2020,Recovered,66994,8,4281,206,2184,1244,85,3010,3,0,3296,390,1264,1180,202,684,499,8749,6118,82,0,1325,13247,169,111,9,101,2377,216,580,2367,55,4262,1221,250,3025,518,3676,0
704,24-10-2020,Recovered,62270,23,3572,168,2948,1084,78,2677,4,0,3614,348,1013,1218,183,733,470,7153,6468,68,0,1268,10004,157,136,10,97,2613,187,521,2515,25,4024,1708,238,2741,451,3753,0
705,25-10-2020,Recovered,59304,15,3585,170,2961,1399,80,1499,2,0,3826,321,963,1086,272,639,378,10106,7649,74,0,1181,5648,138,104,0,55,2071,187,465,2240,35,4019,1446,146,2368,319,3857,0
706,26-10-2020,Recovered,63734,14,3972,231,2832,1087,63,3256,1,0,3736,343,1102,1284,192,627,392,8715,7107,90,0,1095,9905,200,0,15,67,2003,189,326,2226,5,4014,1432,183,2441,700,3889,0
707,27-10-2020,Recovered,58429,22,4352,115,2443,1237,49,2426,5,0,2722,345,1238,937,214,751,506,7740,7015,46,0,1010,7836,151,172,15,35,2010,163,463,2066,4,4029,1554,84,2335,422,3917,0
708,28-10-2020,Recovered,56594,20,3609,183,1487,1073,80,1400,3,0,4128,196,1107,948,205,546,452,6260,7660,107,0,1032,8430,212,134,14,114,2015,154,356,2016,11,3859,1451,202,2742,463,3925,0
709,29-10-2020,Recovered,57867,15,3243,143,1057,1068,43,1788,8,0,4138,194,1083,1209,199,588,461,7661,8474,69,0,1117,7883,163,113,18,150,1908,142,427,1933,13,4087,1436,170,2465,456,3945,0
710,30-10-2020,Recovered,59005,22,3623,154,1094,1240,67,1650,5,0,4433,241,1027,1179,139,654,421,8521,7828,55,0,1074,8241,222,235,14,210,1800,128,577,2087,33,3924,1048,212,2590,242,4015,0
711,31-10-2020,Recovered,58682,24,3708,182,1386,1186,82,2161,13,0,4665,269,1014,1391,321,864,367,7468,7330,46,0,1024,7303,1057,220,21,146,1911,147,328,1920,26,3848,1486,141,2426,152,4049,0
712,01-11-2020,Recovered,53312,12,3509,114,730,1195,81,1458,4,0,4159,237,1128,1221,102,629,398,8053,8511,90,0,1107,3726,203,117,8,79,1815,621,368,1591,34,3644,1579,170,2388,178,4053,0
713,02-11-2020,Recovered,58524,20,3033,165,785,974,76,1854,8,0,4824,208,1004,1266,339,623,512,8334,7108,42,0,868,10225,278,117,48,152,1527,482,395,1105,4,3940,1456,186,2040,441,4085,0
714,03-11-2020,Recovered,53328,21,3700,129,473,875,43,1810,2,0,3610,239,1197,1258,165,578,490,7140,8802,30,0,912,6973,117,101,27,180,1462,457,354,1219,5,2707,1491,84,2210,409,4058,0
715,04-11-2020,Recovered,55873,10,2701,105,655,976,51,1209,2,0,5797,249,1022,1161,110,536,505,8045,8206,71,0,884,8728,158,72,61,148,1520,419,268,1823,79,2504,1273,112,2014,270,4129,0
716,05-11-2020,Recovered,54133,12,2292,108,761,467,60,1350,2,0,5289,238,1055,1507,201,651,484,5723,7699,30,0,817,11277,132,61,38,144,1460,420,349,1822,38,2413,978,115,1351,602,4187,0
717,06-11-2020,Recovered,53946,19,2452,99,926,613,63,1753,3,0,6121,207,1321,1533,215,632,401,2701,7854,52,0,856,11060,342,91,12,117,1641,314,372,1810,7,2402,982,121,2167,404,4283,0
718,07-11-2020,Recovered,48582,12,2747,106,555,1000,53,1359,6,0,6338,183,931,1638,255,688,411,2235,7120,40,0,792,6748,622,55,41,54,1683,495,517,1778,19,2352,937,126,2010,337,4339,0
719,08-11-2020,Recovered,48465,15,2256,96,395,825,46,2257,7,0,6069,207,819,1630,150,456,298,2360,6853,66,0,688,8232,358,116,92,101,1311,135,396,1813,89,2386,1481,66,1858,155,4383,0
